0,1,2
-0.90942633,0.16433536,-0.38201764
0.3548556,0.31530622,-0.88014746
-0.35022125,-0.93657625,-0.013041454
0.7184172,-0.2630787,-0.6439458
-0.38514042,-0.4313707,0.81583464
-0.9060662,-0.04643117,-0.42058083
0.741234,-0.2680558,0.61540085
0.2439011,0.58114254,0.77639264
0.18065378,0.6003797,-0.77904326
0.91870093,-0.38252994,0.0982822
0.18160224,0.3188075,0.9302593
0.2614152,0.6364034,0.7257084
0.38745221,0.5676798,0.7263748
0.31826755,0.48754922,0.81302
0.23672634,0.5872155,0.77404046
0.33766314,0.4792486,0.8101261
0.43487027,0.47648248,0.76410234
0.38248888,0.6049564,0.6983767
0.29772073,0.5699505,0.76584506
0.28329638,0.638852,0.7152701
0.34556255,0.6569794,0.67004824
0.28549784,0.6091779,0.73986036
0.4514716,0.6152123,0.64628726
0.32517055,0.64454734,0.6919702
0.11465913,0.9529512,0.28060177
0.1647758,-0.62574077,-0.76242864
0.326329,-0.44145125,0.835841
0.29481268,-0.37005806,0.88098955
-0.95951927,0.071201384,0.27249414
-0.9796838,0.19442871,0.04916367
-0.06981398,0.8693361,-0.4892655
-0.7012357,-0.0689933,-0.7095833
0.74786407,0.6623495,-0.044637695
-0.5416858,0.68574905,-0.48613244
0.56902045,-0.5455533,0.61529434
0.9902816,0.1173561,-0.07463158
0.9568564,0.069736,0.28206825
0.61863554,-0.48063752,0.6215124
-0.02193169,-0.02850739,-0.999353
0.30140892,-0.46900123,-0.830175
-0.46903816,-0.8746153,0.122683235
0.9736716,0.22498193,0.036696862
0.84140944,0.52601194,0.12386112
0.8382346,0.5421266,0.05883502
0.9237337,0.37948143,0.052055344
0.9431306,0.3127625,0.11262424
-0.12580125,-0.058638703,-0.9903209
0.46061206,0.46891922,-0.7536254
0.7144382,-0.34081757,0.6110822
-0.644109,-0.29137087,0.707267
0.7081832,-0.47339445,-0.52380735
-0.032565508,-0.043706223,0.9985136
-0.36535403,-0.64518845,0.6710054
0.18999411,-0.97018725,0.15046237
0.114527375,-0.05077908,0.99212146
-0.89262754,-0.102040425,-0.43909442
